object_id,content_id,content_id_y,account_id,account_id_y,time_delta,speed_category
https://www.facebook.com/coord_url_001/,5,8,Account05,Account08,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_001/,6,7,Account06,Account07,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_001/,6,8,Account06,Account08,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_001/,7,8,Account07,Account08,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,9,10,Account01,Account02,15,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,9,11,Account01,Account09,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,9,12,Account01,Account10,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,9,13,Account01,Account11,52,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,9,14,Account01,Account12,63,Fast (1-5min)
https://www.facebook.com/coord_url_002/,9,15,Account01,Account13,75,Fast (1-5min)
https://www.facebook.com/coord_url_002/,10,11,Account02,Account09,13,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,10,12,Account02,Account10,25,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,10,13,Account02,Account11,37,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,10,14,Account02,Account12,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,10,15,Account02,Account13,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,11,12,Account09,Account10,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,11,13,Account09,Account11,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,11,14,Account09,Account12,35,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,11,15,Account09,Account13,47,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,12,13,Account10,Account11,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,12,14,Account10,Account12,23,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,12,15,Account10,Account13,35,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,13,14,Account11,Account12,11,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,13,15,Account11,Account13,23,Very Fast (0-60s)
https://www.facebook.com/coord_url_002/,14,15,Account12,Account13,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,16,17,Account03,Account04,18,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,16,18,Account03,Account05,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,16,19,Account03,Account14,45,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,16,20,Account03,Account15,58,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,16,21,Account03,Account16,70,Fast (1-5min)
https://www.facebook.com/coord_url_003/,16,22,Account03,Account17,82,Fast (1-5min)
https://www.facebook.com/coord_url_003/,16,23,Account03,Account18,95,Fast (1-5min)
https://www.facebook.com/coord_url_003/,17,18,Account04,Account05,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,17,19,Account04,Account14,27,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,17,20,Account04,Account15,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,17,21,Account04,Account16,52,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,17,22,Account04,Account17,64,Fast (1-5min)
https://www.facebook.com/coord_url_003/,17,23,Account04,Account18,77,Fast (1-5min)
https://www.facebook.com/coord_url_003/,18,19,Account05,Account14,13,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,18,20,Account05,Account15,26,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,18,21,Account05,Account16,38,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,18,22,Account05,Account17,50,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,18,23,Account05,Account18,63,Fast (1-5min)
https://www.facebook.com/coord_url_003/,19,20,Account14,Account15,13,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,19,21,Account14,Account16,25,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,19,22,Account14,Account17,37,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,19,23,Account14,Account18,50,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,20,21,Account15,Account16,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,20,22,Account15,Account17,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,20,23,Account15,Account18,37,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,21,22,Account16,Account17,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,21,23,Account16,Account18,25,Very Fast (0-60s)
https://www.facebook.com/coord_url_003/,22,23,Account17,Account18,13,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,24,25,Account06,Account07,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,24,26,Account06,Account08,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,24,27,Account06,Account09,42,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,24,28,Account06,Account10,55,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,24,29,Account06,Account19,68,Fast (1-5min)
https://www.facebook.com/coord_url_004/,24,30,Account06,Account20,80,Fast (1-5min)
https://www.facebook.com/coord_url_004/,25,26,Account07,Account08,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,25,27,Account07,Account09,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,25,28,Account07,Account10,41,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,25,29,Account07,Account19,54,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,25,30,Account07,Account20,66,Fast (1-5min)
https://www.facebook.com/coord_url_004/,26,27,Account08,Account09,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,26,28,Account08,Account10,27,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,26,29,Account08,Account19,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,26,30,Account08,Account20,52,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,27,28,Account09,Account10,13,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,27,29,Account09,Account19,26,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,27,30,Account09,Account20,38,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,28,29,Account10,Account19,13,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,28,30,Account10,Account20,25,Very Fast (0-60s)
https://www.facebook.com/coord_url_004/,29,30,Account19,Account20,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,31,32,Account01,Account03,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,31,33,Account01,Account05,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,31,34,Account01,Account07,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,31,35,Account01,Account09,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,31,36,Account01,Account11,50,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,31,37,Account01,Account13,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,31,38,Account01,Account15,70,Fast (1-5min)
https://www.facebook.com/coord_url_005/,31,39,Account01,Account17,80,Fast (1-5min)
https://www.facebook.com/coord_url_005/,31,40,Account01,Account19,90,Fast (1-5min)
https://www.facebook.com/coord_url_005/,32,33,Account03,Account05,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,32,34,Account03,Account07,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,32,35,Account03,Account09,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,32,36,Account03,Account11,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,32,37,Account03,Account13,50,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,32,38,Account03,Account15,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,32,39,Account03,Account17,70,Fast (1-5min)
https://www.facebook.com/coord_url_005/,32,40,Account03,Account19,80,Fast (1-5min)
https://www.facebook.com/coord_url_005/,33,34,Account05,Account07,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,33,35,Account05,Account09,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,33,36,Account05,Account11,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,33,37,Account05,Account13,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,33,38,Account05,Account15,50,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,33,39,Account05,Account17,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,33,40,Account05,Account19,70,Fast (1-5min)
https://www.facebook.com/coord_url_005/,34,35,Account07,Account09,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,34,36,Account07,Account11,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,34,37,Account07,Account13,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,34,38,Account07,Account15,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,34,39,Account07,Account17,50,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,34,40,Account07,Account19,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,35,36,Account09,Account11,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,35,37,Account09,Account13,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,35,38,Account09,Account15,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,35,39,Account09,Account17,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,35,40,Account09,Account19,50,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,36,37,Account11,Account13,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,36,38,Account11,Account15,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,36,39,Account11,Account17,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,36,40,Account11,Account19,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,37,38,Account13,Account15,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,37,39,Account13,Account17,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,37,40,Account13,Account19,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,38,39,Account15,Account17,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,38,40,Account15,Account19,20,Very Fast (0-60s)
https://www.facebook.com/coord_url_005/,39,40,Account17,Account19,10,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,41,42,Account02,Account04,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,41,43,Account02,Account06,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,41,44,Account02,Account08,36,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,41,45,Account02,Account10,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,41,46,Account02,Account12,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,41,47,Account02,Account14,72,Fast (1-5min)
https://www.facebook.com/coord_url_006/,41,48,Account02,Account16,84,Fast (1-5min)
https://www.facebook.com/coord_url_006/,41,49,Account02,Account18,96,Fast (1-5min)
https://www.facebook.com/coord_url_006/,41,50,Account02,Account20,108,Fast (1-5min)
https://www.facebook.com/coord_url_006/,42,43,Account04,Account06,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,42,44,Account04,Account08,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,42,45,Account04,Account10,36,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,42,46,Account04,Account12,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,42,47,Account04,Account14,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,42,48,Account04,Account16,72,Fast (1-5min)
https://www.facebook.com/coord_url_006/,42,49,Account04,Account18,84,Fast (1-5min)
https://www.facebook.com/coord_url_006/,42,50,Account04,Account20,96,Fast (1-5min)
https://www.facebook.com/coord_url_006/,43,44,Account06,Account08,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,43,45,Account06,Account10,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,43,46,Account06,Account12,36,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,43,47,Account06,Account14,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,43,48,Account06,Account16,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,43,49,Account06,Account18,72,Fast (1-5min)
https://www.facebook.com/coord_url_006/,43,50,Account06,Account20,84,Fast (1-5min)
https://www.facebook.com/coord_url_006/,44,45,Account08,Account10,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,44,46,Account08,Account12,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,44,47,Account08,Account14,36,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,44,48,Account08,Account16,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,44,49,Account08,Account18,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,44,50,Account08,Account20,72,Fast (1-5min)
https://www.facebook.com/coord_url_006/,45,46,Account10,Account12,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,45,47,Account10,Account14,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,45,48,Account10,Account16,36,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,45,49,Account10,Account18,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,45,50,Account10,Account20,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,46,47,Account12,Account14,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,46,48,Account12,Account16,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,46,49,Account12,Account18,36,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,46,50,Account12,Account20,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,47,48,Account14,Account16,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,47,49,Account14,Account18,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,47,50,Account14,Account20,36,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,48,49,Account16,Account18,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,48,50,Account16,Account20,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_006/,49,50,Account18,Account20,12,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,51,52,Account01,Account02,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,51,53,Account01,Account03,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,51,54,Account01,Account04,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,51,55,Account01,Account05,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,51,56,Account01,Account06,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,51,57,Account01,Account07,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,51,58,Account01,Account08,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,51,59,Account01,Account09,64,Fast (1-5min)
https://www.facebook.com/coord_url_007/,51,60,Account01,Account10,72,Fast (1-5min)
https://www.facebook.com/coord_url_007/,51,61,Account01,Account11,80,Fast (1-5min)
https://www.facebook.com/coord_url_007/,51,62,Account01,Account12,88,Fast (1-5min)
https://www.facebook.com/coord_url_007/,52,53,Account02,Account03,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,52,54,Account02,Account04,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,52,55,Account02,Account05,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,52,56,Account02,Account06,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,52,57,Account02,Account07,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,52,58,Account02,Account08,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,52,59,Account02,Account09,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,52,60,Account02,Account10,64,Fast (1-5min)
https://www.facebook.com/coord_url_007/,52,61,Account02,Account11,72,Fast (1-5min)
https://www.facebook.com/coord_url_007/,52,62,Account02,Account12,80,Fast (1-5min)
https://www.facebook.com/coord_url_007/,53,54,Account03,Account04,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,53,55,Account03,Account05,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,53,56,Account03,Account06,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,53,57,Account03,Account07,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,53,58,Account03,Account08,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,53,59,Account03,Account09,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,53,60,Account03,Account10,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,53,61,Account03,Account11,64,Fast (1-5min)
https://www.facebook.com/coord_url_007/,53,62,Account03,Account12,72,Fast (1-5min)
https://www.facebook.com/coord_url_007/,54,55,Account04,Account05,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,54,56,Account04,Account06,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,54,57,Account04,Account07,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,54,58,Account04,Account08,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,54,59,Account04,Account09,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,54,60,Account04,Account10,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,54,61,Account04,Account11,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,54,62,Account04,Account12,64,Fast (1-5min)
https://www.facebook.com/coord_url_007/,55,56,Account05,Account06,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,55,57,Account05,Account07,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,55,58,Account05,Account08,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,55,59,Account05,Account09,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,55,60,Account05,Account10,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,55,61,Account05,Account11,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,55,62,Account05,Account12,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,56,57,Account06,Account07,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,56,58,Account06,Account08,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,56,59,Account06,Account09,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,56,60,Account06,Account10,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,56,61,Account06,Account11,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,56,62,Account06,Account12,48,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,57,58,Account07,Account08,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,57,59,Account07,Account09,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,57,60,Account07,Account10,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,57,61,Account07,Account11,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,57,62,Account07,Account12,40,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,58,59,Account08,Account09,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,58,60,Account08,Account10,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,58,61,Account08,Account11,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,58,62,Account08,Account12,32,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,59,60,Account09,Account10,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,59,61,Account09,Account11,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,59,62,Account09,Account12,24,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,60,61,Account10,Account11,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,60,62,Account10,Account12,16,Very Fast (0-60s)
https://www.facebook.com/coord_url_007/,61,62,Account11,Account12,8,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,63,64,Account11,Account12,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,63,65,Account11,Account13,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,63,66,Account11,Account14,42,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,63,67,Account11,Account15,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,63,68,Account11,Account16,70,Fast (1-5min)
https://www.facebook.com/coord_url_008/,63,69,Account11,Account17,84,Fast (1-5min)
https://www.facebook.com/coord_url_008/,63,70,Account11,Account18,98,Fast (1-5min)
https://www.facebook.com/coord_url_008/,63,71,Account11,Account19,112,Fast (1-5min)
https://www.facebook.com/coord_url_008/,63,72,Account11,Account20,126,Fast (1-5min)
https://www.facebook.com/coord_url_008/,64,65,Account12,Account13,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,64,66,Account12,Account14,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,64,67,Account12,Account15,42,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,64,68,Account12,Account16,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,64,69,Account12,Account17,70,Fast (1-5min)
https://www.facebook.com/coord_url_008/,64,70,Account12,Account18,84,Fast (1-5min)
https://www.facebook.com/coord_url_008/,64,71,Account12,Account19,98,Fast (1-5min)
https://www.facebook.com/coord_url_008/,64,72,Account12,Account20,112,Fast (1-5min)
https://www.facebook.com/coord_url_008/,65,66,Account13,Account14,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,65,67,Account13,Account15,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,65,68,Account13,Account16,42,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,65,69,Account13,Account17,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,65,70,Account13,Account18,70,Fast (1-5min)
https://www.facebook.com/coord_url_008/,65,71,Account13,Account19,84,Fast (1-5min)
https://www.facebook.com/coord_url_008/,65,72,Account13,Account20,98,Fast (1-5min)
https://www.facebook.com/coord_url_008/,66,67,Account14,Account15,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,66,68,Account14,Account16,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,66,69,Account14,Account17,42,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,66,70,Account14,Account18,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,66,71,Account14,Account19,70,Fast (1-5min)
https://www.facebook.com/coord_url_008/,66,72,Account14,Account20,84,Fast (1-5min)
https://www.facebook.com/coord_url_008/,67,68,Account15,Account16,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,67,69,Account15,Account17,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,67,70,Account15,Account18,42,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,67,71,Account15,Account19,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,67,72,Account15,Account20,70,Fast (1-5min)
https://www.facebook.com/coord_url_008/,68,69,Account16,Account17,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,68,70,Account16,Account18,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,68,71,Account16,Account19,42,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,68,72,Account16,Account20,56,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,69,70,Account17,Account18,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,69,71,Account17,Account19,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,69,72,Account17,Account20,42,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,70,71,Account18,Account19,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,70,72,Account18,Account20,28,Very Fast (0-60s)
https://www.facebook.com/coord_url_008/,71,72,Account19,Account20,14,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,73,74,Account01,Account05,15,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,73,75,Account01,Account09,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,73,76,Account01,Account13,45,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,73,77,Account01,Account17,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,73,78,Account01,Account02,75,Fast (1-5min)
https://www.facebook.com/coord_url_009/,73,79,Account01,Account06,90,Fast (1-5min)
https://www.facebook.com/coord_url_009/,73,80,Account01,Account10,105,Fast (1-5min)
https://www.facebook.com/coord_url_009/,74,75,Account05,Account09,15,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,74,76,Account05,Account13,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,74,77,Account05,Account17,45,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,74,78,Account05,Account02,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,74,79,Account05,Account06,75,Fast (1-5min)
https://www.facebook.com/coord_url_009/,74,80,Account05,Account10,90,Fast (1-5min)
https://www.facebook.com/coord_url_009/,75,76,Account09,Account13,15,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,75,77,Account09,Account17,30,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,75,78,Account09,Account02,45,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,75,79,Account09,Account06,60,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,75,80,Account09,Account10,75,Fast (1-5min)
https://www.facebook.com/coord_url_009/,76,77,Account13,Account17,15,Very Fast (0-60s)
https://www.facebook.com/coord_url_009/,76,78,Account13,Account02,30,Very Fast (0-60s)
