object_id,content_id,content_id_y,account_id,account_id_y,time_delta
facebook.com,2,34,Account02,Account07,1218
facebook.com,2,35,Account02,Account09,1228
facebook.com,2,36,Account02,Account11,1238
facebook.com,2,37,Account02,Account13,1248
facebook.com,2,38,Account02,Account15,1258
facebook.com,2,39,Account02,Account17,1268
facebook.com,2,40,Account02,Account19,1278
facebook.com,2,42,Account02,Account04,1500
facebook.com,2,43,Account02,Account06,1512
facebook.com,2,44,Account02,Account08,1524
facebook.com,2,45,Account02,Account10,1536
facebook.com,2,46,Account02,Account12,1548
facebook.com,2,47,Account02,Account14,1560
facebook.com,2,48,Account02,Account16,1572
facebook.com,2,49,Account02,Account18,1584
facebook.com,2,50,Account02,Account20,1596
facebook.com,2,51,Account02,Account01,1788
facebook.com,2,53,Account02,Account03,1804
facebook.com,2,54,Account02,Account04,1812
facebook.com,2,55,Account02,Account05,1820
facebook.com,2,56,Account02,Account06,1828
facebook.com,2,57,Account02,Account07,1836
facebook.com,2,58,Account02,Account08,1844
facebook.com,2,59,Account02,Account09,1852
facebook.com,2,60,Account02,Account10,1860
facebook.com,2,61,Account02,Account11,1868
facebook.com,2,62,Account02,Account12,1876
facebook.com,2,63,Account02,Account11,2088
facebook.com,2,64,Account02,Account12,2102
facebook.com,2,65,Account02,Account13,2116
facebook.com,2,66,Account02,Account14,2130
facebook.com,2,67,Account02,Account15,2144
facebook.com,2,68,Account02,Account16,2158
facebook.com,2,69,Account02,Account17,2172
facebook.com,2,70,Account02,Account18,2186
facebook.com,2,71,Account02,Account19,2200
facebook.com,2,72,Account02,Account20,2214
facebook.com,2,73,Account02,Account01,2388
facebook.com,2,74,Account02,Account05,2403
facebook.com,2,75,Account02,Account09,2418
facebook.com,2,76,Account02,Account13,2433
facebook.com,2,77,Account02,Account17,2448
facebook.com,2,79,Account02,Account06,2478
facebook.com,2,80,Account02,Account10,2493
facebook.com,2,81,Account02,Account03,2688
facebook.com,2,82,Account02,Account07,2700
facebook.com,2,83,Account02,Account11,2712
facebook.com,2,84,Account02,Account15,2724
facebook.com,2,85,Account02,Account19,2736
facebook.com,2,86,Account02,Account04,2748
facebook.com,2,87,Account02,Account08,2760
facebook.com,2,88,Account02,Account12,2772
facebook.com,2,89,Account02,Account16,2784
facebook.com,2,90,Account02,Account20,2796
facebook.com,2,91,Account02,Account01,2988
facebook.com,2,92,Account02,Account06,3006
facebook.com,2,93,Account02,Account11,3024
facebook.com,2,94,Account02,Account16,3042
facebook.com,2,96,Account02,Account07,3078
facebook.com,2,97,Account02,Account12,3096
facebook.com,2,98,Account02,Account17,3114
facebook.com,2,99,Account02,Account03,3288
facebook.com,2,100,Account02,Account04,3298
facebook.com,2,101,Account02,Account05,3308
facebook.com,2,102,Account02,Account06,3318
facebook.com,2,103,Account02,Account07,3328
facebook.com,2,104,Account02,Account08,3338
facebook.com,2,105,Account02,Account09,3348
facebook.com,2,106,Account02,Account10,3358
facebook.com,2,107,Account02,Account11,3368
facebook.com,2,108,Account02,Account12,3378
facebook.com,2,109,Account02,Account13,3388
facebook.com,2,110,Account02,Account14,3398
facebook.com,2,111,Account02,Account15,3408
facebook.com,2,112,Account02,Account16,3418
facebook.com,2,113,Account02,Account17,3428
facebook.com,2,114,Account02,Account18,3438
facebook.com,2,115,Account02,Account19,3448
facebook.com,2,116,Account02,Account20,3458
facebook.com,2,117,Account02,Account08,3588
facebook.com,3,4,Account03,Account04,12
facebook.com,3,5,Account03,Account05,24
facebook.com,3,6,Account03,Account06,34
facebook.com,3,7,Account03,Account07,44
facebook.com,3,8,Account03,Account08,54
facebook.com,3,9,Account03,Account01,276
facebook.com,3,10,Account03,Account02,291
facebook.com,3,11,Account03,Account09,304
facebook.com,3,12,Account03,Account10,316
facebook.com,3,13,Account03,Account11,328
facebook.com,3,14,Account03,Account12,339
facebook.com,3,15,Account03,Account13,351
facebook.com,3,17,Account03,Account04,594
facebook.com,3,18,Account03,Account05,608
facebook.com,3,19,Account03,Account14,621
facebook.com,3,20,Account03,Account15,634
facebook.com,3,21,Account03,Account16,646
facebook.com,3,22,Account03,Account17,658
facebook.com,3,23,Account03,Account18,671
facebook.com,3,24,Account03,Account06,876
facebook.com,3,25,Account03,Account07,890
facebook.com,3,26,Account03,Account08,904
facebook.com,3,27,Account03,Account09,918
facebook.com,3,28,Account03,Account10,931
facebook.com,3,29,Account03,Account19,944
facebook.com,3,30,Account03,Account20,956
facebook.com,3,31,Account03,Account01,1176
facebook.com,3,33,Account03,Account05,1196
facebook.com,3,34,Account03,Account07,1206
facebook.com,3,35,Account03,Account09,1216
facebook.com,3,36,Account03,Account11,1226
facebook.com,3,37,Account03,Account13,1236
facebook.com,3,38,Account03,Account15,1246
facebook.com,3,39,Account03,Account17,1256
facebook.com,3,40,Account03,Account19,1266
facebook.com,3,41,Account03,Account02,1476
facebook.com,3,42,Account03,Account04,1488
facebook.com,3,43,Account03,Account06,1500
facebook.com,3,44,Account03,Account08,1512
facebook.com,3,45,Account03,Account10,1524
facebook.com,3,46,Account03,Account12,1536
facebook.com,3,47,Account03,Account14,1548
facebook.com,3,48,Account03,Account16,1560
facebook.com,3,49,Account03,Account18,1572
facebook.com,3,50,Account03,Account20,1584
facebook.com,3,51,Account03,Account01,1776
facebook.com,3,52,Account03,Account02,1784
facebook.com,3,54,Account03,Account04,1800
facebook.com,3,55,Account03,Account05,1808
facebook.com,3,56,Account03,Account06,1816
facebook.com,3,57,Account03,Account07,1824
facebook.com,3,58,Account03,Account08,1832
facebook.com,3,59,Account03,Account09,1840
facebook.com,3,60,Account03,Account10,1848
facebook.com,3,61,Account03,Account11,1856
facebook.com,3,62,Account03,Account12,1864
facebook.com,3,63,Account03,Account11,2076
facebook.com,3,64,Account03,Account12,2090
facebook.com,3,65,Account03,Account13,2104
facebook.com,3,66,Account03,Account14,2118
facebook.com,3,67,Account03,Account15,2132
facebook.com,3,68,Account03,Account16,2146
facebook.com,3,69,Account03,Account17,2160
facebook.com,3,70,Account03,Account18,2174
facebook.com,3,71,Account03,Account19,2188
facebook.com,3,72,Account03,Account20,2202
facebook.com,3,73,Account03,Account01,2376
facebook.com,3,74,Account03,Account05,2391
facebook.com,3,75,Account03,Account09,2406
facebook.com,3,76,Account03,Account13,2421
facebook.com,3,77,Account03,Account17,2436
facebook.com,3,78,Account03,Account02,2451
facebook.com,3,79,Account03,Account06,2466
facebook.com,3,80,Account03,Account10,2481
facebook.com,3,82,Account03,Account07,2688
facebook.com,3,83,Account03,Account11,2700
facebook.com,3,84,Account03,Account15,2712
facebook.com,3,85,Account03,Account19,2724
facebook.com,3,86,Account03,Account04,2736
facebook.com,3,87,Account03,Account08,2748
facebook.com,3,88,Account03,Account12,2760
facebook.com,3,89,Account03,Account16,2772
facebook.com,3,90,Account03,Account20,2784
facebook.com,3,91,Account03,Account01,2976
facebook.com,3,92,Account03,Account06,2994
facebook.com,3,93,Account03,Account11,3012
facebook.com,3,94,Account03,Account16,3030
facebook.com,3,95,Account03,Account02,3048
facebook.com,3,96,Account03,Account07,3066
facebook.com,3,97,Account03,Account12,3084
facebook.com,3,98,Account03,Account17,3102
facebook.com,3,100,Account03,Account04,3286
facebook.com,3,101,Account03,Account05,3296
facebook.com,3,102,Account03,Account06,3306
facebook.com,3,103,Account03,Account07,3316
facebook.com,3,104,Account03,Account08,3326
facebook.com,3,105,Account03,Account09,3336
facebook.com,3,106,Account03,Account10,3346
facebook.com,3,107,Account03,Account11,3356
facebook.com,3,108,Account03,Account12,3366
facebook.com,3,109,Account03,Account13,3376
facebook.com,3,110,Account03,Account14,3386
facebook.com,3,111,Account03,Account15,3396
facebook.com,3,112,Account03,Account16,3406
facebook.com,3,113,Account03,Account17,3416
facebook.com,3,114,Account03,Account18,3426
facebook.com,3,115,Account03,Account19,3436
facebook.com,3,116,Account03,Account20,3446
facebook.com,3,117,Account03,Account08,3576
facebook.com,3,118,Account03,Account09,3592
facebook.com,4,5,Account04,Account05,12
facebook.com,4,6,Account04,Account06,22
facebook.com,4,7,Account04,Account07,32
facebook.com,4,8,Account04,Account08,42
facebook.com,4,9,Account04,Account01,264
facebook.com,4,10,Account04,Account02,279
facebook.com,4,11,Account04,Account09,292
facebook.com,4,12,Account04,Account10,304
facebook.com,4,13,Account04,Account11,316
facebook.com,4,14,Account04,Account12,327
facebook.com,4,15,Account04,Account13,339
facebook.com,4,16,Account04,Account03,564
facebook.com,4,18,Account04,Account05,596
facebook.com,4,19,Account04,Account14,609
facebook.com,4,20,Account04,Account15,622
facebook.com,4,21,Account04,Account16,634
facebook.com,4,22,Account04,Account17,646
facebook.com,4,23,Account04,Account18,659
facebook.com,4,24,Account04,Account06,864
facebook.com,4,25,Account04,Account07,878
facebook.com,4,26,Account04,Account08,892
facebook.com,4,27,Account04,Account09,906
facebook.com,4,28,Account04,Account10,919
facebook.com,4,29,Account04,Account19,932
facebook.com,4,30,Account04,Account20,944
facebook.com,4,31,Account04,Account01,1164
facebook.com,4,32,Account04,Account03,1174
facebook.com,4,33,Account04,Account05,1184
facebook.com,4,34,Account04,Account07,1194
facebook.com,4,35,Account04,Account09,1204
facebook.com,4,36,Account04,Account11,1214
facebook.com,4,37,Account04,Account13,1224
facebook.com,4,38,Account04,Account15,1234
facebook.com,4,39,Account04,Account17,1244
facebook.com,4,40,Account04,Account19,1254
facebook.com,4,41,Account04,Account02,1464
facebook.com,4,43,Account04,Account06,1488
facebook.com,4,44,Account04,Account08,1500
facebook.com,4,45,Account04,Account10,1512
facebook.com,4,46,Account04,Account12,1524
facebook.com,4,47,Account04,Account14,1536
facebook.com,4,48,Account04,Account16,1548
facebook.com,4,49,Account04,Account18,1560
facebook.com,4,50,Account04,Account20,1572
facebook.com,4,51,Account04,Account01,1764
facebook.com,4,52,Account04,Account02,1772
facebook.com,4,53,Account04,Account03,1780
facebook.com,4,55,Account04,Account05,1796
facebook.com,4,56,Account04,Account06,1804
facebook.com,4,57,Account04,Account07,1812
facebook.com,4,58,Account04,Account08,1820
facebook.com,4,59,Account04,Account09,1828
facebook.com,4,60,Account04,Account10,1836
facebook.com,4,61,Account04,Account11,1844
facebook.com,4,62,Account04,Account12,1852
facebook.com,4,63,Account04,Account11,2064
facebook.com,4,64,Account04,Account12,2078
facebook.com,4,65,Account04,Account13,2092
facebook.com,4,66,Account04,Account14,2106
facebook.com,4,67,Account04,Account15,2120
facebook.com,4,68,Account04,Account16,2134
facebook.com,4,69,Account04,Account17,2148
facebook.com,4,70,Account04,Account18,2162
facebook.com,4,71,Account04,Account19,2176
facebook.com,4,72,Account04,Account20,2190
facebook.com,4,73,Account04,Account01,2364
facebook.com,4,74,Account04,Account05,2379
facebook.com,4,75,Account04,Account09,2394
facebook.com,4,76,Account04,Account13,2409
facebook.com,4,77,Account04,Account17,2424
facebook.com,4,78,Account04,Account02,2439
facebook.com,4,79,Account04,Account06,2454
facebook.com,4,80,Account04,Account10,2469
facebook.com,4,81,Account04,Account03,2664
facebook.com,4,82,Account04,Account07,2676
facebook.com,4,83,Account04,Account11,2688
facebook.com,4,84,Account04,Account15,2700
facebook.com,4,85,Account04,Account19,2712
facebook.com,4,87,Account04,Account08,2736
facebook.com,4,88,Account04,Account12,2748
facebook.com,4,89,Account04,Account16,2760
facebook.com,4,90,Account04,Account20,2772
facebook.com,4,91,Account04,Account01,2964
facebook.com,4,92,Account04,Account06,2982
facebook.com,4,93,Account04,Account11,3000
facebook.com,4,94,Account04,Account16,3018
facebook.com,4,95,Account04,Account02,3036
facebook.com,4,96,Account04,Account07,3054
facebook.com,4,97,Account04,Account12,3072
facebook.com,4,98,Account04,Account17,3090
facebook.com,4,99,Account04,Account03,3264
facebook.com,4,101,Account04,Account05,3284
facebook.com,4,102,Account04,Account06,3294
facebook.com,4,103,Account04,Account07,3304
facebook.com,4,104,Account04,Account08,3314
facebook.com,4,105,Account04,Account09,3324
facebook.com,4,106,Account04,Account10,3334
facebook.com,4,107,Account04,Account11,3344
facebook.com,4,108,Account04,Account12,3354
facebook.com,4,109,Account04,Account13,3364
facebook.com,4,110,Account04,Account14,3374
facebook.com,4,111,Account04,Account15,3384
facebook.com,4,112,Account04,Account16,3394
facebook.com,4,113,Account04,Account17,3404
facebook.com,4,114,Account04,Account18,3414
facebook.com,4,115,Account04,Account19,3424
facebook.com,4,116,Account04,Account20,3434
facebook.com,4,117,Account04,Account08,3564
facebook.com,4,118,Account04,Account09,3580
facebook.com,4,119,Account04,Account10,3596
facebook.com,5,6,Account05,Account06,10
facebook.com,5,7,Account05,Account07,20
facebook.com,5,8,Account05,Account08,30
facebook.com,5,9,Account05,Account01,252
facebook.com,5,10,Account05,Account02,267
facebook.com,5,11,Account05,Account09,280
facebook.com,5,12,Account05,Account10,292
facebook.com,5,13,Account05,Account11,304
facebook.com,5,14,Account05,Account12,315
facebook.com,5,15,Account05,Account13,327
facebook.com,5,16,Account05,Account03,552
facebook.com,5,17,Account05,Account04,570
facebook.com,5,19,Account05,Account14,597
facebook.com,5,20,Account05,Account15,610
facebook.com,5,21,Account05,Account16,622
facebook.com,5,22,Account05,Account17,634
facebook.com,5,23,Account05,Account18,647
facebook.com,5,24,Account05,Account06,852
facebook.com,5,25,Account05,Account07,866
facebook.com,5,26,Account05,Account08,880
facebook.com,5,27,Account05,Account09,894
facebook.com,5,28,Account05,Account10,907
facebook.com,5,29,Account05,Account19,920
facebook.com,5,30,Account05,Account20,932
facebook.com,5,31,Account05,Account01,1152
facebook.com,5,32,Account05,Account03,1162
facebook.com,5,34,Account05,Account07,1182
facebook.com,5,35,Account05,Account09,1192
facebook.com,5,36,Account05,Account11,1202
facebook.com,5,37,Account05,Account13,1212
facebook.com,5,38,Account05,Account15,1222
facebook.com,5,39,Account05,Account17,1232
facebook.com,5,40,Account05,Account19,1242
facebook.com,5,41,Account05,Account02,1452
facebook.com,5,42,Account05,Account04,1464
facebook.com,5,43,Account05,Account06,1476
facebook.com,5,44,Account05,Account08,1488
facebook.com,5,45,Account05,Account10,1500
facebook.com,5,46,Account05,Account12,1512
facebook.com,5,47,Account05,Account14,1524
facebook.com,5,48,Account05,Account16,1536
facebook.com,5,49,Account05,Account18,1548
facebook.com,5,50,Account05,Account20,1560
facebook.com,5,51,Account05,Account01,1752
facebook.com,5,52,Account05,Account02,1760
facebook.com,5,53,Account05,Account03,1768
facebook.com,5,54,Account05,Account04,1776
facebook.com,5,56,Account05,Account06,1792
facebook.com,5,57,Account05,Account07,1800
facebook.com,5,58,Account05,Account08,1808
facebook.com,5,59,Account05,Account09,1816
facebook.com,5,60,Account05,Account10,1824
facebook.com,5,61,Account05,Account11,1832
facebook.com,5,62,Account05,Account12,1840
facebook.com,5,63,Account05,Account11,2052
facebook.com,5,64,Account05,Account12,2066
facebook.com,5,65,Account05,Account13,2080
facebook.com,5,66,Account05,Account14,2094
facebook.com,5,67,Account05,Account15,2108
facebook.com,5,68,Account05,Account16,2122
facebook.com,5,69,Account05,Account17,2136
facebook.com,5,70,Account05,Account18,2150
facebook.com,5,71,Account05,Account19,2164
facebook.com,5,72,Account05,Account20,2178
facebook.com,5,73,Account05,Account01,2352
facebook.com,5,75,Account05,Account09,2382
facebook.com,5,76,Account05,Account13,2397
facebook.com,5,77,Account05,Account17,2412
facebook.com,5,78,Account05,Account02,2427
facebook.com,5,79,Account05,Account06,2442
facebook.com,5,80,Account05,Account10,2457
facebook.com,5,81,Account05,Account03,2652
facebook.com,5,82,Account05,Account07,2664
facebook.com,5,83,Account05,Account11,2676
facebook.com,5,84,Account05,Account15,2688
facebook.com,5,85,Account05,Account19,2700
facebook.com,5,86,Account05,Account04,2712
facebook.com,5,87,Account05,Account08,2724
facebook.com,5,88,Account05,Account12,2736
facebook.com,5,89,Account05,Account16,2748
facebook.com,5,90,Account05,Account20,2760
facebook.com,5,91,Account05,Account01,2952
facebook.com,5,92,Account05,Account06,2970
facebook.com,5,93,Account05,Account11,2988
facebook.com,5,94,Account05,Account16,3006
facebook.com,5,95,Account05,Account02,3024
facebook.com,5,96,Account05,Account07,3042
facebook.com,5,97,Account05,Account12,3060
facebook.com,5,98,Account05,Account17,3078
facebook.com,5,99,Account05,Account03,3252
facebook.com,5,100,Account05,Account04,3262
facebook.com,5,102,Account05,Account06,3282
facebook.com,5,103,Account05,Account07,3292
facebook.com,5,104,Account05,Account08,3302
facebook.com,5,105,Account05,Account09,3312
facebook.com,5,106,Account05,Account10,3322
facebook.com,5,107,Account05,Account11,3332
facebook.com,5,108,Account05,Account12,3342
facebook.com,5,109,Account05,Account13,3352
facebook.com,5,110,Account05,Account14,3362
facebook.com,5,111,Account05,Account15,3372
facebook.com,5,112,Account05,Account16,3382
facebook.com,5,113,Account05,Account17,3392
facebook.com,5,114,Account05,Account18,3402
facebook.com,5,115,Account05,Account19,3412
facebook.com,5,116,Account05,Account20,3422
facebook.com,5,117,Account05,Account08,3552
facebook.com,5,118,Account05,Account09,3568
facebook.com,5,119,Account05,Account10,3584
facebook.com,5,120,Account05,Account11,3600
facebook.com,6,7,Account06,Account07,10
facebook.com,6,8,Account06,Account08,20
facebook.com,6,9,Account06,Account01,242
facebook.com,6,10,Account06,Account02,257
facebook.com,6,11,Account06,Account09,270
facebook.com,6,12,Account06,Account10,282
facebook.com,6,13,Account06,Account11,294
facebook.com,6,14,Account06,Account12,305
facebook.com,6,15,Account06,Account13,317
facebook.com,6,16,Account06,Account03,542
facebook.com,6,17,Account06,Account04,560
facebook.com,6,18,Account06,Account05,574
facebook.com,6,19,Account06,Account14,587
facebook.com,6,20,Account06,Account15,600
facebook.com,6,21,Account06,Account16,612
facebook.com,6,22,Account06,Account17,624
facebook.com,6,23,Account06,Account18,637
facebook.com,6,25,Account06,Account07,856
facebook.com,6,26,Account06,Account08,870
facebook.com,6,27,Account06,Account09,884
facebook.com,6,28,Account06,Account10,897
facebook.com,6,29,Account06,Account19,910
facebook.com,6,30,Account06,Account20,922
facebook.com,6,31,Account06,Account01,1142
facebook.com,6,32,Account06,Account03,1152
facebook.com,6,33,Account06,Account05,1162
facebook.com,6,34,Account06,Account07,1172
facebook.com,6,35,Account06,Account09,1182
facebook.com,6,36,Account06,Account11,1192
facebook.com,6,37,Account06,Account13,1202
facebook.com,6,38,Account06,Account15,1212
facebook.com,6,39,Account06,Account17,1222
facebook.com,6,40,Account06,Account19,1232
facebook.com,6,41,Account06,Account02,1442
facebook.com,6,42,Account06,Account04,1454
facebook.com,6,44,Account06,Account08,1478
facebook.com,6,45,Account06,Account10,1490
facebook.com,6,46,Account06,Account12,1502
facebook.com,6,47,Account06,Account14,1514
facebook.com,6,48,Account06,Account16,1526
facebook.com,6,49,Account06,Account18,1538
facebook.com,6,50,Account06,Account20,1550
facebook.com,6,51,Account06,Account01,1742
facebook.com,6,52,Account06,Account02,1750
facebook.com,6,53,Account06,Account03,1758
facebook.com,6,54,Account06,Account04,1766
facebook.com,6,55,Account06,Account05,1774
facebook.com,6,57,Account06,Account07,1790
facebook.com,6,58,Account06,Account08,1798
facebook.com,6,59,Account06,Account09,1806
facebook.com,6,60,Account06,Account10,1814
facebook.com,6,61,Account06,Account11,1822
facebook.com,6,62,Account06,Account12,1830
facebook.com,6,63,Account06,Account11,2042
facebook.com,6,64,Account06,Account12,2056
facebook.com,6,65,Account06,Account13,2070
facebook.com,6,66,Account06,Account14,2084
facebook.com,6,67,Account06,Account15,2098
facebook.com,6,68,Account06,Account16,2112
facebook.com,6,69,Account06,Account17,2126
facebook.com,6,70,Account06,Account18,2140
facebook.com,6,71,Account06,Account19,2154
facebook.com,6,72,Account06,Account20,2168
facebook.com,6,73,Account06,Account01,2342
facebook.com,6,74,Account06,Account05,2357
facebook.com,6,75,Account06,Account09,2372
facebook.com,6,76,Account06,Account13,2387
facebook.com,6,77,Account06,Account17,2402
facebook.com,6,78,Account06,Account02,2417
facebook.com,6,80,Account06,Account10,2447
facebook.com,6,81,Account06,Account03,2642
facebook.com,6,82,Account06,Account07,2654
facebook.com,6,83,Account06,Account11,2666
facebook.com,6,84,Account06,Account15,2678
facebook.com,6,85,Account06,Account19,2690
facebook.com,6,86,Account06,Account04,2702
facebook.com,6,87,Account06,Account08,2714
facebook.com,6,88,Account06,Account12,2726
facebook.com,6,89,Account06,Account16,2738
facebook.com,6,90,Account06,Account20,2750
facebook.com,6,91,Account06,Account01,2942
facebook.com,6,93,Account06,Account11,2978
facebook.com,6,94,Account06,Account16,2996
facebook.com,6,95,Account06,Account02,3014
facebook.com,6,96,Account06,Account07,3032
facebook.com,6,97,Account06,Account12,3050
facebook.com,6,98,Account06,Account17,3068
facebook.com,6,99,Account06,Account03,3242
facebook.com,6,100,Account06,Account04,3252
facebook.com,6,101,Account06,Account05,3262
facebook.com,6,103,Account06,Account07,3282
facebook.com,6,104,Account06,Account08,3292
facebook.com,6,105,Account06,Account09,3302
facebook.com,6,106,Account06,Account10,3312
facebook.com,6,107,Account06,Account11,3322
facebook.com,6,108,Account06,Account12,3332
facebook.com,6,109,Account06,Account13,3342
facebook.com,6,110,Account06,Account14,3352
facebook.com,6,111,Account06,Account15,3362
facebook.com,6,112,Account06,Account16,3372
facebook.com,6,113,Account06,Account17,3382
facebook.com,6,114,Account06,Account18,3392
facebook.com,6,115,Account06,Account19,3402
facebook.com,6,116,Account06,Account20,3412
facebook.com,6,117,Account06,Account08,3542
facebook.com,6,118,Account06,Account09,3558
facebook.com,6,119,Account06,Account10,3574
facebook.com,6,120,Account06,Account11,3590
facebook.com,7,8,Account07,Account08,10
facebook.com,7,9,Account07,Account01,232
facebook.com,7,10,Account07,Account02,247
facebook.com,7,11,Account07,Account09,260
facebook.com,7,12,Account07,Account10,272
facebook.com,7,13,Account07,Account11,284
facebook.com,7,14,Account07,Account12,295
facebook.com,7,15,Account07,Account13,307
facebook.com,7,16,Account07,Account03,532
facebook.com,7,17,Account07,Account04,550
facebook.com,7,18,Account07,Account05,564
facebook.com,7,19,Account07,Account14,577
